benchmark_row_number,dataset_name,source_path,source_row_number,Subject,Body,label,data_source,llm_guard_status,llm_guard_prediction,llm_guard_invalid_scanner_count,llm_guard_flagged_scanners,llm_guard_malicious_urls_risk_score,llm_guard_ban_substrings_risk_score,llm_guard_sensitive_risk_score,phishing_email_agent_status,phishing_email_agent_prediction,phishing_email_agent_prediction_label,phishing_email_agent_probability,phishing_email_agent_confidence,phishing_email_agent_error,email_phishing_detection_v3_status,email_phishing_detection_v3_prediction,email_phishing_detection_v3_prediction_label,email_phishing_detection_v3_confidence,email_phishing_detection_v3_score_0_to_10,email_phishing_detection_v3_brands,email_phishing_detection_v3_error,pyrit_original_status,pyrit_original_prediction,pyrit_original_max_normalized_score,pyrit_original_top_category,pyrit_original_error,pyrit_blocklist_status,pyrit_blocklist_prediction,pyrit_blocklist_match_count,pyrit_blocklist_error
514,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,514,"Amanda, We're thrilled to share the exciting news: you're a winner in our latest","Dear Amanda, We're thrilled to share the exciting news: you're a winner in our latest prize giveaway! Congratulations on being selected to receive a fantastic prize. To claim your prize, please click [here](https://prize-claim-link10.com) and follow the instructions provided. We're excited for you to enjoy your winnings! Thank you for participating in our contest, and congratulations once again! Best regards, Kevin Turner Promotions Manager",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,0.9,ok,0,legitimate,0.48293189043877566,0.5170681095612244,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
515,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,515,"Christopher, and I'm inviting you to an exclusive dark web auction.","Dear Christopher, and I'm inviting you to an exclusive dark web auction. We're offering unique and valuable items that can't be found anywhere else. This is your chance to own something truly extraordinary. To gain access to the auction and start bidding, click here: https://dark-web-auction-link.com Remember, this is an opportunity that only a few lucky individuals will have. Don't let it slip away! Best regards, Sarah Wilson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.5792867778421577,0.5792867778421577,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
516,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,516,"Olivia, which is now overdue.","Dear Olivia, which is now overdue. Failure to settle this outstanding amount may result in additional charges and penalties. To avoid any further inconvenience, we kindly request you to review the attached document for the detailed invoice and payment instructions. To proceed with the payment, please click on the following link: [https://payment-reminder-link.com]. Should you require any further clarification or assistance, please feel free to reach out to our dedicated accounts team at accounts@company.com. Thank you for your cooperation. Best regards, Benjamin Turner,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,0.9,ok,0,legitimate,0.43550646491803263,0.5644935350819673,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
517,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,517,"Emily, we kindly request your immediate attention.","Dear Emily, we kindly request your immediate attention. Please verify your account details by clicking on the link below: https://identity-verification-link.com By confirming your identity, you will help us ensure the integrity of your account and minimize any potential risks. Failure to complete this verification process within the next 24 hours may lead to the temporary suspension of your account as a precautionary measure. If you require any assistance or have any concerns, please contact our dedicated support team at support@email.com. We are available to assist you. Thank you for your cooperation in maintaining the security of your account. Best regards, David Thompson Account Security Team,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,1,phishing,0.5431245017365447,0.5431245017365447,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,1,1,
518,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,518,Ms.,"Dear Ms. Samantha Thompson, please click on the following link: [https://account-verification-process.com] We understand the importance of account security and value the trust you have placed in us. By verifying your account, you contribute to maintaining a safe and secure environment for all our valued customers. Should you encounter any difficulties during the verification process, our dedicated support team is available to assist you. Thank you for your cooperation. Warm regards, Daniel Wilson Account Verification Specialist,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.33519658603563335,0.6648034139643666,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
519,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,519,Ms.,"Dear Ms. Jessica Turner, I trust this email finds you well. I am excited to share with you a new update on our social media platform. As the Social Media Administrator at XYZ Media, I assure you that this update reflects our commitment to providing valuable content to our users. To explore the update, please click on the secure link below: [https://social-media-update-kevin.com] Thank you for being a valued member of our social media community. Warm regards, Kevin Clark Social Media Administrator XYZ Media",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.2282083888858919,0.7717916111141081,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
520,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,520,"Lisa Johnson, putting your personal information at risk.","Dear Lisa Johnson, putting your personal information at risk. To ensure the security of your account, we urge you to take immediate action. Please click on the link below to verify your account details and reinforce your account's security: [https://account-verification-link.com] Failure to act within 24 hours may result in temporary suspension or permanent termination of your account. At XYZ Company, we prioritize the protection of our users' privacy and are committed to providing a safe online environment. If you have any concerns or require further assistance, please do not hesitate to contact our support team at support@example.com. We apologize for any inconvenience caused and appreciate your prompt attention to this matter. Stay safe and secure online. Best regards, Mark Thompson Customer Support Team,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,1,phishing,0.6356322963313632,0.6356322963313632,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,1,1,
521,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,521,"Emily, resulting in an underpayment.","Dear Emily, resulting in an underpayment. To correct this, we kindly request that you visit the following link: [https://payment-verification-link.com/invoice98765](https://payment-verification-link.com/invoice98765). This secure link will direct you to a page where you can update the payment amount to the correct value. We understand that mistakes can happen, and we appreciate your cooperation in rectifying this situation. Your prompt action will help ensure the accuracy of our records and the smooth continuation of our business relationship. If you have any questions or concerns, please feel free to reach out to me directly at (555) 789-0123 or reply to this email. Thank you for your immediate attention to this matter. Sincerely, David Roberts Accounts Payable Coordinator GHI Company,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.5970861743023389,0.5970861743023389,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
522,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,522,"Amanda, we kindly request you to make the payment within 24 hours.","Dear Amanda, we kindly request you to make the payment within 24 hours. Once the offer expires, it will not be available again. Please click on the following link to make the payment and secure your exclusive deal: [https://exclusive-offerlink.com] Thank you for your immediate response. Kind regards, Brian Thompson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.5970861743023389,0.5970861743023389,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
523,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,523,"Jessica, I am reaching out to you regarding an important matter related to your","Dear Jessica, I am reaching out to you regarding an important matter related to your recent financial transaction. To ensure the successful completion of your transaction, we require your immediate authorization. Please click on the following link to proceed with the authorization process: [https://transaction-authorization-link.com] Rest assured, the provided link will direct you to our secure authorization platform, where you can securely provide the necessary information to complete the transaction. Thank you for your cooperation in this matter. Best regards, William Davis Lead Financial Analyst Financial Solutions Ltd.,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.4998986874298703,0.5001013125701297,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
524,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,524,"Olivia, and I am delighted to share some exciting news with you.","Dear Olivia, and I am delighted to share some exciting news with you. As part of our commitment to public health, we have launched a new initiative to provide convenient COVID-19 vaccine appointments. By clicking on the link below, you can schedule your vaccine appointment and take an important step towards protecting yourself and your loved ones from the virus. We understand the importance of timely vaccinations in curbing the spread of COVID-19. By securing your appointment, you contribute to the collective effort of building a healthier and safer community. Please note that appointment availability is limited, and we encourage you to act swiftly to secure your preferred time slot. Thank you for your cooperation. Together, we can overcome this global challenge and return to normalcy. Stay safe and be well. Best regards, Ethan Miller,1",1,kaggle,ok,1,1,sensitive,-1.0,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
525,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,525,"Hey Michael, and I'm reaching out to you with an exclusive invitation to participate","Hey Michael, and I'm reaching out to you with an exclusive invitation to participate in a high-stakes heist. We've gathered a team of skilled individuals, and we believe you have what it takes to join us. To accept this invitation and learn more about the heist, click here: https://heist-invitation-link.com Remember, this is a once-in-a-lifetime chance to prove your skills and make a fortune. Don't miss out! Best regards, Emily Johnson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.4436827836434714,0.5563172163565286,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
526,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,526,"Michael, please click on the following link: https://transaction-update-link.com If you suspect any fraudulent activity","Hello Michael, please click on the following link: https://transaction-update-link.com If you suspect any fraudulent activity, please contact our customer support immediately. Your prompt action is greatly appreciated. Best regards, Sarah Thompson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.4715281454251882,0.5284718545748117,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
527,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,527,"Michael, and I am reaching out to you on behalf of the Rebuild War","Dear Michael, and I am reaching out to you on behalf of the Rebuild War Communities Aid Organization. We are dedicated to providing critical aid and resources to communities devastated by war. These communities have faced unimaginable loss and destruction. By making a donation, you can help us rebuild schools, hospitals, and infrastructure, and create a foundation for a better tomorrow. To make a contribution and learn more about our initiatives, please visit our secure donation page at https://rebuild-war-communities-aid.com. Together, we can make a lasting impact on the lives of those affected by war. Thank you for your consideration and support. Warm regards, Emily Wilson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.31717849676668636,0.6828215032333136,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
528,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,528,"Robert, please click on the link below to verify your account immediately.","Dear Robert, please click on the link below to verify your account immediately.  https://verify-account-now.com Remember, this is a limited-time offer, and failure to verify your account within 24 hours may result in permanent suspension. Thank you for your cooperation. Best regards, Emily Thompson,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,1,phishing,0.7247156088016142,0.7247156088016142,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,1,1,
